"id","host_is_superhost","host_identity_verified","neighborhood","room_type","accommodates","bathrooms","bedrooms","beds","price","logprice","logacc"
17283046,0,0,"BackBay","Entirehome/apt",4,1,1,2,165,5.10594547390058,1.38629436111989
17333246,0,0,"Downtown","Entirehome/apt",2,1,0,1,185,5.22035582507832,0.693147180559945
17367804,0,0,"Allston","Privateroom",2,1,1,1,50,3.91202300542815,0.693147180559945
17567087,1,0,"SouthEnd","Entirehome/apt",6,1,2,3,350,5.85793315448346,1.79175946922805
17574739,0,0,"BackBay","Entirehome/apt",2,1,2,1,400,5.99146454710798,0.693147180559945
17609053,1,0,"SouthEnd","Entirehome/apt",4,1,2,2,120,4.78749174278205,1.38629436111989
17616603,1,0,"SouthEnd","Entirehome/apt",4,1,1,2,250,5.52146091786225,1.38629436111989
17650359,0,0,"BackBay","Entirehome/apt",3,1,1,2,250,5.52146091786225,1.09861228866811
17690222,0,1,"Brighton","Entirehome/apt",2,1,0,1,100,4.60517018598809,0.693147180559945
17810293,0,1,"SouthEnd","Entirehome/apt",2,1,1,1,100,4.60517018598809,0.693147180559945
17902694,0,0,"BackBay","Entirehome/apt",2,1.5,1,1,354,5.86929691313377,0.693147180559945
17920651,0,0,"Allston","Privateroom",1,1,1,1,36,3.58351893845611,0
17936801,0,0,"Brighton","Entirehome/apt",4,1,2,2,111,4.70953020131233,1.38629436111989
17939305,0,0,"Allston","Privateroom",1,1,1,1,39,3.66356164612965,0
17940636,0,0,"Allston","Privateroom",2,2,1,1,49,3.89182029811063,0.693147180559945
17942714,0,0,"Allston","Privateroom",1,2,1,1,36,3.58351893845611,0
17943034,0,1,"Downtown","Entirehome/apt",4,1,1,1,115,4.74493212836325,1.38629436111989
17959491,0,0,"Allston","Privateroom",1,2,1,1,39,3.66356164612965,0
17962385,1,0,"SouthEnd","Entirehome/apt",2,1,1,1,189,5.24174701505964,0.693147180559945
18070939,0,0,"BackBay","Entirehome/apt",2,1,0,1,150,5.01063529409626,0.693147180559945
18074943,1,1,"Downtown","Privateroom",3,1,1,1,169,5.12989871492307,1.09861228866811
18105163,1,0,"Brighton","Entirehome/apt",2,1,1,1,89,4.48863636973214,0.693147180559945
18118166,0,0,"Brighton","Privateroom",2,1,1,1,129,4.85981240436167,0.693147180559945
18154910,0,0,"Allston","Privateroom",1,1,0,1,26,3.25809653802148,0
18175131,0,1,"Allston","Privateroom",3,2,1,1,70,4.24849524204936,1.09861228866811
18231522,0,1,"Downtown","Entirehome/apt",2,1,1,1,216,5.37527840768417,0.693147180559945
18238531,0,1,"Allston","Sharedroom",2,2,1,1,100,4.60517018598809,0.693147180559945
18241963,0,1,"BackBay","Entirehome/apt",4,1,0,1,250,5.52146091786225,1.38629436111989
18255922,0,0,"Brighton","Entirehome/apt",3,1,1,1,115,4.74493212836325,1.09861228866811
18325968,1,0,"BackBay","Entirehome/apt",2,1,0,1,114,4.7361984483945,0.693147180559945
18354570,1,1,"BackBay","Entirehome/apt",2,1,0,1,144,4.969813299576,0.693147180559945
18376729,0,1,"Allston","Privateroom",2,1,1,1,51,3.93182563272433,0.693147180559945
18377950,0,1,"Brighton","Privateroom",2,1,1,2,79,4.36944785246702,0.693147180559945
18387338,1,1,"BeaconHill","Entirehome/apt",2,1,1,1,115,4.74493212836325,0.693147180559945
18449729,0,1,"Brighton","Privateroom",4,1,1,2,40,3.68887945411394,1.38629436111989
18475428,0,1,"BeaconHill","Privateroom",2,1,1,1,92,4.52178857704904,0.693147180559945
18508731,0,0,"BackBay","Entirehome/apt",2,1,1,1,247,5.50938833662798,0.693147180559945
18557609,1,0,"BeaconHill","Entirehome/apt",3,1,1,2,143,4.96284463025991,1.09861228866811
18582571,0,0,"BeaconHill","Entirehome/apt",2,1,1,1,143,4.96284463025991,0.693147180559945
18584987,0,0,"Downtown","Entirehome/apt",2,1,1,1,147,4.99043258677874,0.693147180559945
18586421,0,0,"Allston","Privateroom",1,1,1,1,27,3.29583686600433,0
18596543,0,1,"Downtown","Entirehome/apt",6,2,2,3,119,4.77912349311153,1.79175946922805
18617002,0,1,"SouthEnd","Entirehome/apt",4,1,1,1,150,5.01063529409626,1.38629436111989
18637999,0,1,"SouthEnd","Entirehome/apt",1,1,0,1,91,4.51085950651685,0
18638549,0,1,"BackBay","Privateroom",2,1.5,1,1,96,4.56434819146784,0.693147180559945
18666352,0,0,"Downtown","Entirehome/apt",4,1,1,1,133,4.89034912822175,1.38629436111989
18674619,0,1,"Allston","Privateroom",2,1,1,1,90,4.49980967033027,0.693147180559945
18736314,0,0,"Brighton","Entirehome/apt",4,1,2,4,100,4.60517018598809,1.38629436111989
18736918,0,0,"Brighton","Entirehome/apt",4,1,1,2,99,4.59511985013459,1.38629436111989
18793428,0,1,"BackBay","Entirehome/apt",1,1,1,1,200,5.29831736654804,0
18808240,0,0,"SouthEnd","Entirehome/apt",2,1,0,1,220,5.39362754635236,0.693147180559945
18810580,0,1,"Downtown","Privateroom",2,1,1,1,100,4.60517018598809,0.693147180559945
18826214,0,0,"Brighton","Privateroom",1,1,1,1,70,4.24849524204936,0
18841628,0,1,"BeaconHill","Entirehome/apt",4,1,2,2,275,5.61677109766657,1.38629436111989
18848342,0,1,"Brighton","Privateroom",2,0,1,1,130,4.86753445045558,0.693147180559945
18875599,0,1,"Brighton","Privateroom",2,1,1,1,51,3.93182563272433,0.693147180559945
18876930,0,1,"Downtown","Entirehome/apt",2,1,0,1,86,4.45434729625351,0.693147180559945
18890604,0,0,"SouthEnd","Entirehome/apt",2,1,0,1,140,4.9416424226093,0.693147180559945
18894794,0,0,"Downtown","Entirehome/apt",5,2,2,3,429,6.06145691892802,1.6094379124341
18895387,0,0,"Downtown","Entirehome/apt",5,2,2,3,429,6.06145691892802,1.6094379124341
18908082,0,0,"Downtown","Entirehome/apt",5,2,2,3,429,6.06145691892802,1.6094379124341
18934135,0,0,"BeaconHill","Entirehome/apt",3,1,0,1,189,5.24174701505964,1.09861228866811
18945236,0,0,"BackBay","Entirehome/apt",5,2,2,3,429,6.06145691892802,1.6094379124341
18945706,0,0,"BackBay","Entirehome/apt",3,1,1,2,429,6.06145691892802,1.09861228866811
18945958,0,0,"BackBay","Entirehome/apt",3,1,1,2,429,6.06145691892802,1.09861228866811
18946874,0,1,"Allston","Privateroom",2,1,1,1,45,3.80666248977032,0.693147180559945
18956699,1,1,"SouthEnd","Entirehome/apt",2,1,0,1,99,4.59511985013459,0.693147180559945
18957205,0,1,"BeaconHill","Privateroom",2,1,1,1,140,4.9416424226093,0.693147180559945
18974032,0,0,"Allston","Privateroom",2,1,1,1,60,4.0943445622221,0.693147180559945
18975041,0,1,"SouthEnd","Entirehome/apt",5,1,2,2,85,4.44265125649032,1.6094379124341
19014867,0,1,"Allston","Entirehome/apt",2,1,1,1,115,4.74493212836325,0.693147180559945
19015741,0,1,"Allston","Privateroom",1,1,1,1,79,4.36944785246702,0
19019562,1,0,"BeaconHill","Entirehome/apt",5,1.5,2,2,99,4.59511985013459,1.6094379124341
19033484,1,1,"BackBay","Entirehome/apt",2,1,1,1,175,5.16478597392351,0.693147180559945
19050865,0,0,"BackBay","Entirehome/apt",4,1,1,2,195,5.27299955856375,1.38629436111989
19051657,0,0,"BackBay","Entirehome/apt",4,1,1,2,195,5.27299955856375,1.38629436111989
19052102,0,0,"BackBay","Entirehome/apt",4,1,1,2,195,5.27299955856375,1.38629436111989
19065836,0,0,"BackBay","Entirehome/apt",4,1,1,2,195,5.27299955856375,1.38629436111989
19084632,0,1,"BackBay","Privateroom",2,1,1,1,98,4.58496747867057,0.693147180559945
19111774,0,0,"Brighton","Privateroom",1,1,1,1,30,3.40119738166216,0
19143327,1,1,"Downtown","Entirehome/apt",4,1,1,2,158,5.06259503302697,1.38629436111989
19159379,0,0,"SouthEnd","Privateroom",2,1,1,1,170,5.13579843705026,0.693147180559945
19220895,1,0,"SouthEnd","Entirehome/apt",5,1,2,3,156,5.04985600724954,1.6094379124341
19222960,0,0,"BackBay","Entirehome/apt",2,1,1,1,75,4.31748811353631,0.693147180559945
19265709,0,0,"BackBay","Entirehome/apt",5,1,2,3,429,6.06145691892802,1.6094379124341
19282141,0,0,"BackBay","Entirehome/apt",3,1,1,1,152,5.02388052084628,1.09861228866811
19290895,0,0,"BeaconHill","Entirehome/apt",4,1,1,1,201,5.30330490805908,1.38629436111989
19291771,0,0,"BeaconHill","Entirehome/apt",4,1,1,1,201,5.30330490805908,1.38629436111989
19303980,0,0,"SouthEnd","Entirehome/apt",4,1,1,2,140,4.9416424226093,1.38629436111989
19307193,0,0,"BeaconHill","Entirehome/apt",4,1,1,1,201,5.30330490805908,1.38629436111989
19308245,0,0,"BeaconHill","Entirehome/apt",2,1,0,1,180,5.19295685089021,0.693147180559945
19308998,0,0,"BeaconHill","Entirehome/apt",2,1,0,1,180,5.19295685089021,0.693147180559945
19309434,0,0,"BeaconHill","Entirehome/apt",2,1,0,1,180,5.19295685089021,0.693147180559945
19309861,0,0,"BeaconHill","Entirehome/apt",2,1,0,1,180,5.19295685089021,0.693147180559945
19328724,1,1,"Allston","Privateroom",1,1,1,1,45,3.80666248977032,0
19338355,0,0,"BackBay","Entirehome/apt",2,1,1,1,249,5.51745289646471,0.693147180559945
19346500,0,1,"Allston","Entirehome/apt",2,1,1,1,150,5.01063529409626,0.693147180559945
19364446,0,0,"Brighton","Privateroom",1,1,1,1,36,3.58351893845611,0
19376491,0,0,"Downtown","Entirehome/apt",2,1,1,1,595,6.38856140554563,0.693147180559945
19435927,0,0,"Downtown","Entirehome/apt",4,1,2,2,540,6.29156913955832,1.38629436111989
19436968,0,0,"Downtown","Entirehome/apt",8,2,4,4,731,6.59441345974978,2.07944154167984
19437268,0,0,"Allston","Privateroom",3,1,3,2,40,3.68887945411394,1.09861228866811
19448926,0,0,"Downtown","Entirehome/apt",6,2,3,3,637,6.45676965557216,1.79175946922805
19473060,0,1,"Brighton","Privateroom",2,1,1,1,60,4.0943445622221,0.693147180559945
19504080,0,1,"BackBay","Entirehome/apt",8,2,3,3,368,5.90808293816893,2.07944154167984
19504228,0,0,"SouthEnd","Entirehome/apt",2,1,1,1,180,5.19295685089021,0.693147180559945
19527633,0,0,"Downtown","Entirehome/apt",6,2,3,3,630,6.44571981938558,1.79175946922805
19530176,0,1,"BeaconHill","Entirehome/apt",2,1,1,1,160,5.07517381523383,0.693147180559945
19552922,0,0,"Brighton","Privateroom",1,1,1,1,50,3.91202300542815,0
19562001,0,1,"Downtown","Entirehome/apt",4,1,1,2,175,5.16478597392351,1.38629436111989
19593368,0,0,"Downtown","Entirehome/apt",3,1,0,2,160,5.07517381523383,1.09861228866811
19622535,0,1,"Allston","Entirehome/apt",8,1,3,3,139,4.93447393313069,2.07944154167984
19623990,0,1,"Allston","Entirehome/apt",8,1,3,2,139,4.93447393313069,2.07944154167984
19676676,0,0,"Allston","Entirehome/apt",4,1,1,2,159,5.06890420222023,1.38629436111989
19694265,0,0,"Downtown","Entirehome/apt",4,1,2,2,543,6.29710931993394,1.38629436111989
19694483,0,0,"Downtown","Entirehome/apt",4,1,2,2,540,6.29156913955832,1.38629436111989
19695858,0,0,"Downtown","Entirehome/apt",4,1,2,2,556,6.32076829425058,1.38629436111989
19698396,0,0,"Allston","Privateroom",1,1,1,1,75,4.31748811353631,0
19720777,0,0,"SouthEnd","Entirehome/apt",4,1,2,2,200,5.29831736654804,1.38629436111989
19734101,0,0,"Allston","Entirehome/apt",6,1,1,2,158,5.06259503302697,1.79175946922805
19744604,0,1,"SouthEnd","Entirehome/apt",4,1,1,1,116,4.75359019110636,1.38629436111989
19769905,0,0,"Allston","Privateroom",1,1,1,1,120,4.78749174278205,0
19779706,0,0,"Allston","Entirehome/apt",6,1,2,3,10,2.30258509299405,1.79175946922805
19823776,0,0,"Downtown","Entirehome/apt",4,1,2,2,556,6.32076829425058,1.38629436111989
19823907,0,0,"Downtown","Entirehome/apt",8,2,4,4,783,6.6631326959908,2.07944154167984
19824694,0,0,"Downtown","Entirehome/apt",4,1,2,2,543,6.29710931993394,1.38629436111989
19839113,0,1,"Allston","Privateroom",1,1,1,1,75,4.31748811353631,0
19855550,0,0,"Brighton","Entirehome/apt",4,1,2,2,338,5.82304589548302,1.38629436111989
19858006,0,0,"Brighton","Entirehome/apt",4,1,2,2,302,5.71042701737487,1.38629436111989
19858871,0,1,"BackBay","Entirehome/apt",4,2,2,2,185,5.22035582507832,1.38629436111989
19875422,0,1,"Brighton","Privateroom",1,1,1,1,70,4.24849524204936,0
19884146,0,1,"BackBay","Privateroom",2,1,0,1,130,4.86753445045558,0.693147180559945
19893604,0,1,"SouthEnd","Entirehome/apt",4,1,2,2,200,5.29831736654804,1.38629436111989
19932625,0,0,"Downtown","Entirehome/apt",5,1,2,2,399,5.98896141688986,1.6094379124341
19946938,0,0,"Downtown","Entirehome/apt",5,2,2,3,181,5.19849703126583,1.6094379124341
19977951,0,0,"BackBay","Entirehome/apt",7,3,3,4,999,6.90675477864855,1.94591014905531
19982161,0,0,"SouthEnd","Entirehome/apt",2,1,0,1,140,4.9416424226093,0.693147180559945
19996755,0,1,"SouthEnd","Entirehome/apt",6,1.5,2,3,375,5.92692602597041,1.79175946922805
20045791,0,0,"BeaconHill","Entirehome/apt",2,1,1,1,158,5.06259503302697,0.693147180559945
20085832,1,0,"SouthEnd","Entirehome/apt",6,2,2,3,199,5.29330482472449,1.79175946922805
20087012,0,0,"BackBay","Entirehome/apt",5,1,2,3,429,6.06145691892802,1.6094379124341
20135997,1,0,"BeaconHill","Entirehome/apt",4,1,2,2,300,5.7037824746562,1.38629436111989
20151756,0,0,"BeaconHill","Entirehome/apt",3,1,1,2,99,4.59511985013459,1.09861228866811
20214044,0,1,"Brighton","Entirehome/apt",6,2,2,3,159,5.06890420222023,1.79175946922805
20219970,1,0,"Brighton","Entirehome/apt",4,1,1,1,150,5.01063529409626,1.38629436111989
20281210,0,0,"Downtown","Entirehome/apt",3,1,1,1,157,5.05624580534831,1.09861228866811
20297439,1,1,"SouthEnd","Entirehome/apt",2,1,1,2,179,5.18738580584075,0.693147180559945
20317526,0,0,"SouthEnd","Entirehome/apt",2,1,0,1,145,4.97673374242057,0.693147180559945
20392363,1,1,"BeaconHill","Entirehome/apt",6,2,2,3,199,5.29330482472449,1.79175946922805
20409484,1,0,"BackBay","Entirehome/apt",3,1,1,2,190,5.24702407216049,1.09861228866811
20420751,0,1,"Brighton","Privateroom",2,1,1,1,57,4.04305126783455,0.693147180559945
20433388,0,0,"Brighton","Privateroom",2,1,1,1,90,4.49980967033027,0.693147180559945
20443029,1,1,"SouthEnd","Entirehome/apt",6,1,3,3,275,5.61677109766657,1.79175946922805
20456058,0,0,"Allston","Entirehome/apt",2,1,1,1,125,4.8283137373023,0.693147180559945
20459324,0,1,"Brighton","Entirehome/apt",2,1,1,1,80,4.38202663467388,0.693147180559945
20482595,1,0,"BackBay","Entirehome/apt",2,1,0,1,260,5.56068163101553,0.693147180559945
20514858,0,0,"BeaconHill","Entirehome/apt",2,1,1,1,99,4.59511985013459,0.693147180559945
20547874,0,1,"Brighton","Privateroom",2,1,1,1,49,3.89182029811063,0.693147180559945
20570462,1,0,"BackBay","Entirehome/apt",4,1,1,2,159,5.06890420222023,1.38629436111989
20574167,0,0,"BackBay","Entirehome/apt",4,1,0,2,140,4.9416424226093,1.38629436111989
20582092,0,0,"SouthEnd","Entirehome/apt",2,1,1,1,277,5.62401750618734,0.693147180559945
20635474,0,0,"BackBay","Entirehome/apt",2,1,0,1,99,4.59511985013459,0.693147180559945
20648928,0,0,"SouthEnd","Entirehome/apt",4,1,2,2,432,6.06842558824411,1.38629436111989
20649367,0,0,"BackBay","Entirehome/apt",2,1,1,1,328,5.79301360838414,0.693147180559945
20694378,0,1,"BeaconHill","Entirehome/apt",4,1,1,2,150,5.01063529409626,1.38629436111989
20722772,0,0,"BeaconHill","Entirehome/apt",5,1,2,3,132,4.88280192258637,1.6094379124341
20744258,0,1,"Downtown","Entirehome/apt",4,1,1,2,300,5.7037824746562,1.38629436111989
20760391,0,1,"BeaconHill","Entirehome/apt",2,1,0,1,150,5.01063529409626,0.693147180559945
20770875,0,0,"Downtown","Entirehome/apt",3,1,0,2,150,5.01063529409626,1.09861228866811
20772407,0,0,"SouthEnd","Entirehome/apt",2,1,2,2,126,4.83628190695148,0.693147180559945
20786923,0,0,"BeaconHill","Entirehome/apt",2,1,1,1,175,5.16478597392351,0.693147180559945
20817323,0,1,"BackBay","Entirehome/apt",4,1,1,2,100,4.60517018598809,1.38629436111989
20817343,0,1,"BackBay","Entirehome/apt",4,1,1,2,120,4.78749174278205,1.38629436111989
20875310,1,0,"Downtown","Entirehome/apt",4,1,1,2,97,4.57471097850338,1.38629436111989
20888349,0,0,"Allston","Privateroom",2,1.5,1,1,89,4.48863636973214,0.693147180559945
20895262,0,1,"Brighton","Entirehome/apt",2,1,0,1,109,4.69134788222914,0.693147180559945
20928309,0,0,"Downtown","Entirehome/apt",2,1,1,1,316,5.75574221358691,0.693147180559945
20929696,0,0,"SouthEnd","Entirehome/apt",2,1,1,1,200,5.29831736654804,0.693147180559945
20955187,0,0,"SouthEnd","Entirehome/apt",4,1,2,2,408,6.01126717440416,1.38629436111989
20967261,0,1,"Allston","Entirehome/apt",2,1,1,1,120,4.78749174278205,0.693147180559945
20970394,0,0,"BackBay","Entirehome/apt",6,2.5,3,3,399,5.98896141688986,1.79175946922805
20993584,0,1,"Brighton","Privateroom",1,1,1,1,150,5.01063529409626,0
20999140,0,0,"BackBay","Entirehome/apt",6,1,3,4,292,5.67675380226828,1.79175946922805
21000720,0,0,"Allston","Entirehome/apt",11,1,4,6,114,4.7361984483945,2.39789527279837
21038943,1,0,"Allston","Privateroom",2,1,1,1,79,4.36944785246702,0.693147180559945
21055294,0,1,"Allston","Entirehome/apt",1,1,0,1,90,4.49980967033027,0
21076367,0,1,"BeaconHill","Entirehome/apt",3,1,1,1,260,5.56068163101553,1.09861228866811
21104715,0,0,"Downtown","Entirehome/apt",3,1,1,2,135,4.90527477843843,1.09861228866811
21147304,0,0,"BackBay","Entirehome/apt",3,1,1,2,249,5.51745289646471,1.09861228866811
21163990,0,1,"Brighton","Entirehome/apt",2,1,0,1,99,4.59511985013459,0.693147180559945
21174446,1,0,"BeaconHill","Entirehome/apt",6,1,1,4,169,5.12989871492307,1.79175946922805
21176562,1,0,"Allston","Entirehome/apt",4,1,1,2,135,4.90527477843843,1.38629436111989
21184795,0,0,"Brighton","Entirehome/apt",2,1,1,1,281,5.63835466933375,0.693147180559945
21238967,0,0,"Downtown","Privateroom",2,1,1,1,140,4.9416424226093,0.693147180559945
21239663,0,0,"Downtown","Entirehome/apt",2,1,1,1,316,5.75574221358691,0.693147180559945
21239976,0,1,"BackBay","Privateroom",3,1.5,1,1,145,4.97673374242057,1.09861228866811
21240095,0,1,"BackBay","Privateroom",2,1.5,1,1,140,4.9416424226093,0.693147180559945
21240913,0,0,"Downtown","Entirehome/apt",2,1,1,1,328,5.79301360838414,0.693147180559945
21261367,0,0,"Allston","Entirehome/apt",6,2,3,4,250,5.52146091786225,1.79175946922805
21277091,0,0,"BeaconHill","Entirehome/apt",2,1,0,1,69,4.23410650459726,0.693147180559945
21280164,0,0,"BeaconHill","Entirehome/apt",6,2,2,3,99,4.59511985013459,1.79175946922805
21281205,0,0,"Allston","Privateroom",2,1,1,1,99,4.59511985013459,0.693147180559945
21294177,0,0,"Allston","Privateroom",2,1,1,1,80,4.38202663467388,0.693147180559945
21310535,0,0,"BackBay","Entirehome/apt",3,1,1,2,99,4.59511985013459,1.09861228866811
21334193,0,0,"Allston","Entirehome/apt",4,1,2,2,189,5.24174701505964,1.38629436111989
21350397,1,0,"SouthEnd","Entirehome/apt",3,1,1,2,195,5.27299955856375,1.09861228866811
21350925,0,0,"BackBay","Entirehome/apt",2,1,0,1,99,4.59511985013459,0.693147180559945
21369962,1,0,"BeaconHill","Entirehome/apt",4,1,1,3,349,5.85507192220243,1.38629436111989
21378036,0,0,"Brighton","Entirehome/apt",2,1,1,1,281,5.63835466933375,0.693147180559945
21379122,0,1,"Brighton","Entirehome/apt",3,1,0,2,89,4.48863636973214,1.09861228866811
21380600,0,0,"Allston","Entirehome/apt",2,1,2,1,244,5.4971682252932,0.693147180559945
21382177,0,0,"BeaconHill","Entirehome/apt",2,1,0,1,99,4.59511985013459,0.693147180559945
21393613,0,1,"Brighton","Privateroom",2,1,1,1,50,3.91202300542815,0.693147180559945
21410674,0,0,"Brighton","Entirehome/apt",6,1,3,3,378,5.93489419561959,1.79175946922805
21426396,0,0,"BeaconHill","Entirehome/apt",6,1.5,2,4,149,5.00394630594546,1.79175946922805
21429119,0,0,"Allston","Privateroom",2,1,0,1,99,4.59511985013459,0.693147180559945
21438537,0,0,"Downtown","Entirehome/apt",2,1,1,1,328,5.79301360838414,0.693147180559945
21460989,0,1,"BackBay","Entirehome/apt",3,1,1,2,235,5.45958551414416,1.09861228866811
21483155,0,0,"Downtown","Entirehome/apt",4,2.5,2,2,543,6.29710931993394,1.38629436111989
21484100,0,0,"Brighton","Entirehome/apt",6,1,3,3,289,5.66642668811243,1.79175946922805
21486679,0,0,"BackBay","Entirehome/apt",2,1,0,1,150,5.01063529409626,0.693147180559945
21487043,0,0,"Downtown","Entirehome/apt",2,1,0,1,304,5.71702770140622,0.693147180559945
21490776,0,1,"BeaconHill","Entirehome/apt",4,1,2,2,125,4.8283137373023,1.38629436111989
21498151,0,0,"Brighton","Entirehome/apt",6,1,3,3,269,5.59471137960184,1.79175946922805
21498966,0,1,"SouthEnd","Entirehome/apt",4,1,1,2,115,4.74493212836325,1.38629436111989
21498969,0,1,"SouthEnd","Entirehome/apt",4,1,1,1,115,4.74493212836325,1.38629436111989
21498971,0,1,"SouthEnd","Entirehome/apt",4,1,1,2,115,4.74493212836325,1.38629436111989
21524811,0,0,"Downtown","Entirehome/apt",2,1,1,1,328,5.79301360838414,0.693147180559945
21527161,0,1,"SouthEnd","Entirehome/apt",2,1,0,1,167,5.11799381241676,0.693147180559945
21546411,0,0,"Brighton","Entirehome/apt",6,1,3,3,269,5.59471137960184,1.79175946922805
21546827,0,0,"Brighton","Entirehome/apt",6,1,3,3,298,5.6970934865054,1.79175946922805
21548228,0,0,"Downtown","Entirehome/apt",4,2,2,2,543,6.29710931993394,1.38629436111989
21548957,1,0,"SouthEnd","Entirehome/apt",4,1,1,2,200,5.29831736654804,1.38629436111989
21562776,0,0,"BackBay","Entirehome/apt",5,2,2,3,429,6.06145691892802,1.6094379124341
21563175,0,0,"BackBay","Entirehome/apt",7,2,3,4,429,6.06145691892802,1.94591014905531
21563331,0,0,"BeaconHill","Entirehome/apt",2,1,1,1,180,5.19295685089021,0.693147180559945
21574183,0,0,"SouthEnd","Entirehome/apt",2,1,1,1,170,5.13579843705026,0.693147180559945
21576187,0,0,"Brighton","Entirehome/apt",3,1,1,1,78,4.35670882668959,1.09861228866811
21580648,0,0,"Allston","Entirehome/apt",4,1,1,2,100,4.60517018598809,1.38629436111989
21591521,0,0,"Allston","Entirehome/apt",6,3,3,3,430,6.06378520868761,1.79175946922805
21612082,0,0,"Brighton","Privateroom",1,1.5,1,1,70,4.24849524204936,0
21623737,1,0,"Brighton","Entirehome/apt",2,1,1,1,100,4.60517018598809,0.693147180559945
21641017,0,0,"SouthEnd","Entirehome/apt",2,1,1,1,175,5.16478597392351,0.693147180559945
21643081,0,1,"BackBay","Entirehome/apt",2,1,1,1,185,5.22035582507832,0.693147180559945
21643899,0,0,"SouthEnd","Entirehome/apt",6,3,3,3,875,6.77422388635761,1.79175946922805
21648590,0,0,"BackBay","Entirehome/apt",6,1,1,2,175,5.16478597392351,1.79175946922805
21663547,1,0,"Brighton","Privateroom",2,1,1,1,45,3.80666248977032,0.693147180559945
21673781,0,1,"BackBay","Privateroom",3,1.5,1,1,120,4.78749174278205,1.09861228866811
21684930,0,1,"Allston","Privateroom",1,1,1,1,35,3.55534806148941,0
21693386,0,1,"SouthEnd","Privateroom",2,2,2,2,170,5.13579843705026,0.693147180559945
21694590,1,0,"Allston","Entirehome/apt",4,1,1,1,64,4.15888308335967,1.38629436111989
21697785,0,1,"SouthEnd","Entirehome/apt",5,1,2,4,159,5.06890420222023,1.6094379124341
21708880,0,0,"Allston","Entirehome/apt",3,1,1,1,185,5.22035582507832,1.09861228866811
21711401,0,1,"SouthEnd","Privateroom",4,1,2,3,175,5.16478597392351,1.38629436111989
21711473,0,0,"Allston","Privateroom",1,1,1,1,80,4.38202663467388,0
21711766,0,0,"Allston","Entirehome/apt",6,3,3,2,500,6.21460809842219,1.79175946922805
21712033,0,0,"Allston","Privateroom",2,1,1,1,47,3.85014760171006,0.693147180559945
21725148,0,0,"Brighton","Privateroom",1,1,1,1,27,3.29583686600433,0
21725977,0,0,"Downtown","Entirehome/apt",3,1,1,1,249,5.51745289646471,1.09861228866811
21727032,0,0,"Downtown","Entirehome/apt",5,2,2,1,299,5.70044357339069,1.6094379124341
21735562,0,0,"Allston","Privateroom",2,1,1,1,57,4.04305126783455,0.693147180559945
21753302,0,0,"BackBay","Entirehome/apt",5,2,3,3,623,6.43454651878745,1.6094379124341
21784818,0,0,"Allston","Privateroom",2,1.5,1,1,80,4.38202663467388,0.693147180559945
21801133,0,0,"BackBay","Entirehome/apt",4,1,1,1,200,5.29831736654804,1.38629436111989
21815046,0,0,"BackBay","Entirehome/apt",4,1,1,1,200,5.29831736654804,1.38629436111989
21827688,0,1,"BeaconHill","Entirehome/apt",4,1,2,2,135,4.90527477843843,1.38629436111989
21828056,0,1,"BeaconHill","Entirehome/apt",4,1,1,2,118,4.77068462446567,1.38629436111989
21828281,0,1,"BeaconHill","Entirehome/apt",4,1,1,2,118,4.77068462446567,1.38629436111989
21828356,0,1,"BeaconHill","Entirehome/apt",4,1,1,2,118,4.77068462446567,1.38629436111989
21828547,0,1,"BeaconHill","Entirehome/apt",4,1,1,2,120,4.78749174278205,1.38629436111989
21829139,0,0,"BackBay","Entirehome/apt",4,2,2,2,575,6.35437004079735,1.38629436111989
21838288,0,0,"Brighton","Entirehome/apt",4,1,2,2,302,5.71042701737487,1.38629436111989
21845421,0,0,"Brighton","Entirehome/apt",2,1,1,1,281,5.63835466933375,0.693147180559945
21849098,0,0,"Allston","Entirehome/apt",4,1,2,2,321,5.77144112313002,1.38629436111989
21859346,0,0,"Downtown","Entirehome/apt",4,2,2,2,219,5.3890717298165,1.38629436111989
21891473,0,0,"Allston","Privateroom",1,1,1,1,30,3.40119738166216,0
21935939,0,0,"Allston","Entirehome/apt",4,1,1,1,85,4.44265125649032,1.38629436111989
21964456,0,1,"BackBay","Entirehome/apt",3,1,1,2,114,4.7361984483945,1.09861228866811
21973435,0,1,"BeaconHill","Entirehome/apt",3,1,1,1,150,5.01063529409626,1.09861228866811
22012439,0,0,"Allston","Entirehome/apt",4,1,2,2,321,5.77144112313002,1.38629436111989
22014195,0,0,"Allston","Entirehome/apt",2,1,1,1,254,5.53733426701854,0.693147180559945
22016719,0,0,"Downtown","Entirehome/apt",2,1,0,1,289,5.66642668811243,0.693147180559945
22027030,0,0,"Downtown","Entirehome/apt",2,1,1,2,149,5.00394630594546,0.693147180559945
22032913,0,0,"SouthEnd","Entirehome/apt",5,1,2,3,77,4.34380542185368,1.6094379124341
22119242,0,0,"Downtown","Entirehome/apt",2,1,1,1,304,5.71702770140622,0.693147180559945
22121091,0,1,"BackBay","Entirehome/apt",2,1,0,1,105,4.65396035015752,0.693147180559945
22121305,0,0,"Downtown","Entirehome/apt",2,1,1,1,296,5.69035945432406,0.693147180559945
22128402,1,0,"Downtown","Entirehome/apt",2,1,0,1,105,4.65396035015752,0.693147180559945
