userId,action,adventure,animation,children,comedy,crime,documentary,drama,fantasy,film-noir,horror,imax,musical,mystery,romance,sci-fi,thriller,war,western
104554,293.5,424.5,181,345,434.5,74,21.5,526.5,151,12,101.5,30.5,172.5,58.5,261,181,185.5,199,94.5
104646,728,405.5,87.5,76.5,687.5,295,40,791.5,168.5,2.5,29,161.5,13,92.5,328,319.5,448,53,18
104673,242,264,52.5,103,584,169,19.5,1146,119.5,17.5,49,20,108,110.5,441,153.5,237,201,26
104730,692.5,573,143.5,201.5,1015.5,481.5,8,1349.5,251,65.5,120.5,23,105,251,507.5,337,679,225.5,96
104776,1089.5,875,261.5,264,1735.5,576.5,15,1581.5,418,24.5,356.5,272.5,89.5,303,754,807.5,1034,122,29
104803,1112,586,126.5,88,393,387,6.5,863,267.5,7.5,329,264.5,22.5,215,247,769,846,66.5,22
104823,271,254.5,91,54,622.5,239.5,12.5,1300,196.5,9.5,29.5,88.5,50.5,136,401.5,202,256.5,104,9.5
104832,458,442,67,152,784,223,11,965.5,227.5,12.5,108.5,17.5,104,110.5,493.5,240.5,372.5,130.5,66
104859,711,589.5,137,289.5,1083,374.5,46,1067,288,18,307.5,74.5,67,234.5,502,431.5,879,89,8
104866,1322.5,1060.5,128,301,1842,881,44.5,3243,448.5,149,312.5,17.5,403.5,482,1316,867.5,1368.5,515.5,236
104875,613.5,512,118.5,178.5,1231,409,39,1676.5,352,35.5,400,173,93.5,248.5,482.5,494,697.5,127,41.5
104889,656,368,94.5,89.5,1098.5,525,47,1087.5,124,24.5,126,104,19.5,162,320,323.5,667,75.5,20
104946,729,534,180,177,623.5,379.5,0,601.5,222.5,7,148.5,215.5,28,174.5,163,333,622,69,13
104949,589,450,97,217.5,1263,395.5,13,1231,305,3.5,206,31.5,126.5,195,691.5,296.5,695.5,110,19.5
104995,188,175,78,181,359,120,13,556,89,7,25,12,80,40,236,66,214,49,28
105000,1290,620.5,146,103,661,606,27.5,694.5,318.5,22,322,340.5,16.5,278.5,174,700,1062,70.5,15.5
105017,1514,1016,396.5,265,1014.5,422.5,0,770.5,472.5,8,219,337,44.5,190.5,452.5,988.5,925,75,32
105042,436.5,288.5,25.5,53,537,430.5,41,1422,199,29.5,160.5,82.5,34.5,277,408,262.5,647.5,122.5,19.5
105047,722.5,553.5,52.5,94,293.5,203,0,416,228.5,7,263.5,4,28.5,124,119,863,628,75,39.5
105050,648,469.5,77.5,93.5,785,470.5,41,1196,188.5,44,216,76.5,74.5,289,501.5,360,725,121.5,71.5
105060,1028.5,671.5,119.5,134,677,434.5,0,628.5,301.5,6,185,180,32,206,225.5,529,757,72.5,32
105064,868,508,67,132,1075,585,22,1649,237,44,222,11,88,302,624,362,946,207,113
105094,1827.5,1020,436.5,341.5,1881.5,1178.5,106.5,2425,413,23,181.5,280,46,359.5,646,535.5,1597.5,297,98.5
105135,482.5,475,228,237,638,328,4.5,1106.5,260,32,65.5,134.5,84.5,223.5,391.5,207.5,495,140,27.5
105167,876,689,99,157,812.5,472,7.5,1224.5,300,25,228,83,89,292,410,588,872.5,157,58
105224,592,629.5,128.5,226,1319,265.5,23.5,1085,460,12.5,457,9,92,187.5,446,616.5,521.5,72.5,45.5
105299,1001.5,572.5,138,113.5,583.5,399,6,657,166.5,6.5,174.5,170.5,23.5,144,164.5,514.5,732,116.5,25.5
105310,396.5,327,123,199,848,310.5,11,873.5,225,24,200,3,124,177.5,412,230.5,513,68.5,25.5
105320,195,361.5,177,349,763,253,34.5,877,203,15,93,13,131,117.5,353.5,173.5,319,52,22
105350,962.5,709,143.5,143,1100.5,562.5,199.5,1198,319.5,32,395.5,129.5,132,227.5,230,595.5,895,189,157
105356,996,882.5,481.5,298.5,783,357.5,49,948,455.5,15.5,189,161,74,153.5,258,774,659.5,139,38
105383,305.5,282,95,117.5,603,361,54,1403,155.5,44,89.5,22.5,101,228,482,164,516.5,155,38
105419,1302.5,890.5,145.5,358,1849,676,4,1370,501,12,650,54,46.5,277.5,564,733.5,1220,157,95
105495,1218,751.5,322,315.5,1211.5,841,15,1793,466.5,10.5,437.5,260.5,82,412,667.5,597.5,1473,126,77
105503,640,613,225.5,272.5,880.5,303,19.5,830.5,338,5.5,169,118,176.5,159,314,472.5,535.5,70,36
105623,710,535.5,167.5,200.5,1027,439.5,92,1125,265.5,27.5,240.5,19,117.5,179.5,400,414.5,720,99.5,18
105631,1045.5,696,84.5,174.5,1427.5,624,12,1557.5,313,19.5,360.5,16,99,246.5,595,541,1046.5,164.5,75
105681,523.5,361.5,78,82.5,920.5,672.5,27.5,1463,191,78,252.5,15,89.5,275,434.5,300.5,760,143,85.5
105700,989,748,210.5,339,1521.5,621,12,1624,411.5,67,515.5,32.5,171,309.5,643,576.5,1049.5,201.5,92
105703,173,235,81,106,773,181,54,812,109,29,39,3,165,122,381,133,205,101,40
105707,619,479,82,143,685,316,29,864,202,19,137,11,73,149,322,321,538,114,40
105710,618,647,276,404.5,1025.5,201,19,474,351,3,167,89.5,152.5,128,215.5,451,474,52.5,21.5
105744,365.5,300,125.5,128,560.5,344,10.5,1149,191,10,129.5,100,45.5,249,483,173.5,589.5,80,22
105777,406.5,371,88.5,141.5,515.5,183.5,2,631,175.5,5,48,14.5,73.5,87.5,340.5,257,353,52.5,26
105831,312,368,157.5,158,708,483.5,34.5,1769.5,213.5,136,27,34,49,188.5,530,113.5,526,282.5,26.5
105833,542,367,44,167,831,414,14,1310,191,17,202,8,117,191,512,187,611,122,88
105892,814,558.5,92,127.5,852,460.5,20,892.5,180,31.5,160.5,6,76,131,277,410,611.5,171.5,126
105907,1587.5,1095.5,269,428,1855.5,883.5,24.5,1973.5,390.5,28.5,125.5,139,187,340,939.5,792,1454.5,204.5,85
105932,947,696.5,186.5,201.5,921.5,534,39,1108,279,11,205,106,76,209.5,354.5,469.5,816.5,127.5,64
105946,1010,861.5,260,370,1910.5,644,109,1959.5,453,82.5,422.5,44,221.5,435,960,647,1117,180,73.5
105960,278,333,102,199,753,153,4,907,246,9,163,8,161,127,381,233,299,88,12
106028,520.5,470.5,99.5,125.5,821.5,457.5,90.5,1484,288,73,144.5,23.5,93.5,273,482,344.5,596,178,49
106051,494.5,565,210,354.5,962,241,23.5,912,447.5,4,379.5,49,167,250,492,304,630,62.5,22.5
106061,1439,1136.5,452.5,539,1688.5,448,31,1191.5,850,2.5,580,281,190.5,233,706.5,777,941.5,80.5,48
106158,1454.5,1015.5,281.5,194,1607,656.5,111.5,1706,610.5,24.5,799,183.5,95.5,423,425,1381,1345,129.5,85.5
106197,1650.5,777,96,150,1122,1558,197.5,3052,219.5,76.5,156.5,185,61.5,538,448.5,526.5,2238,294.5,78
106239,1005.5,751,141.5,147,632,363.5,39.5,732,313,11.5,208.5,150.5,21,232,326,593,883,124,22.5
106334,885.5,616,114,161,741,247.5,10.5,403.5,368,3.5,215,125.5,44,103,195,500,563,71.5,9
106348,680,420,106,198.5,1095,324,103.5,802,253.5,8,295.5,20.5,101.5,86.5,294,323,459,99,47.5
106392,391,311,58,123,781,307,19,1508,173,12,303,8,98,214,504,325,671,71,20
106429,623,560,206,392,925,146,8,482,261,0,94,9,153,51,215,315,252,177,125
106435,1231,917,199,234,1351,620.5,35.5,1320,458,27.5,255.5,190.5,92.5,335.5,577,706.5,1107.5,118,85
106444,550,352,80.5,78,1100,462.5,34,1125.5,215,21,397.5,19,50,243,345,376.5,812.5,91,41.5
106449,997.5,607,128,85.5,519,532,28,1068,257.5,23,273.5,87.5,26,266,245,606,988,198.5,28.5
106475,192,200,154,150.5,827,226,99.5,817,150.5,25.5,87.5,46.5,113.5,113,430,86.5,277,52,3
106511,911.5,489,101,132.5,1093.5,910,40.5,1498,238,100.5,304.5,25,85.5,456.5,370.5,422.5,1297.5,159.5,60
106545,1003.5,557,93,64.5,490,483.5,38,960.5,163.5,30,172,105,16,201.5,212.5,610,850.5,231,17
106555,730.5,627,195.5,232,934,363,25.5,789,370.5,18,226.5,64,111,163,319,518,641.5,71,47.5
106556,196.5,171.5,72.5,87,534.5,244,40.5,890.5,172,11.5,653,18.5,54,228.5,241.5,140.5,577.5,53,10.5
106584,945.5,979.5,767.5,551.5,1113,230.5,54.5,902,598.5,6,228.5,301.5,127,189.5,479,854,595,63.5,12.5
106587,793.5,531.5,192.5,259,1162.5,491,8,1218.5,262,11.5,281,32.5,127,236,549.5,306.5,875,167.5,46.5
106620,530,412,86,112,814,355,77,994,191.5,32,102,19.5,56.5,230,394.5,324,550.5,111,38.5
106622,502,357,65,87,867,472,80.5,1324.5,187,27,195.5,32,54.5,250.5,466.5,276,702,98.5,20.5
106677,778,559.5,188.5,219,638.5,278,4,511.5,260,3,26,147,75,62.5,245.5,296.5,298,116,56
106732,1496.5,1034,430,322,1352.5,806.5,121.5,1794.5,521.5,34.5,304,248,108.5,344,485.5,793,1286.5,256.5,86.5
106746,421,471.5,220.5,277.5,1062.5,276.5,75.5,1018,273,38.5,50.5,84.5,218,134,765.5,233,359.5,119.5,49.5
106829,440,298,45,66,517,186,12,599,142,27,634,9,36,150,185,721,539,55,40
106847,1297,1024,282.5,514,1703.5,684,32,1710.5,557,21,413,62,197.5,312.5,671.5,601.5,1180,205.5,119
106865,502.5,399.5,135,137.5,474.5,382.5,25,1011,183,19,94.5,98,50.5,201.5,278.5,298,541,125,48
106877,506,370.5,93,101.5,641.5,382.5,74.5,1073,151.5,22,104,35,106.5,175.5,332.5,255.5,518,117.5,37.5
106881,1459.5,470,45,40,880.5,960,70,740,205,10,245,145,10,175,125,370,1105,145,60
106888,1260,921,372,581.5,1618.5,805.5,54.5,1908,604,13.5,379,99.5,247.5,335,845.5,519,1268,153.5,56.5
106898,572,442,116,220,755,368,2,857,168,53,92,14,78,199,405,305,629,119,61
106938,648,404.5,65,87,840.5,330.5,3.5,614,161.5,5,156.5,17,34,122.5,260.5,280,555,102,32
106945,518,359,41,89,933,367,37,770,119,25,171,0,61,140,240,345,483,86,67
106987,782,494,73,160,1237,539,38,1549,248,38,435,9,133,251,517,345,891,156,108
106988,1244,777.5,215,211.5,2365,1176.5,383,3475.5,441,146.5,279.5,149,167.5,427.5,874,597.5,1305.5,242,121
106990,576.5,461,78.5,120,962,504,13,1740,210,69.5,151,15.5,104.5,325,683.5,350.5,782,201,45.5
107005,484,379.5,194,247,898,429,5,990.5,238,27.5,93,114,152.5,204.5,691,221,541,63,27
107010,619.5,551,130.5,288.5,801,248.5,26,670,317,4,168.5,89,106.5,181,437.5,319.5,591,43,13.5
107026,903,593.5,165.5,202.5,751,420,12,934.5,324,11,237,109.5,60.5,222,388,497,855.5,91,53
107127,2020.5,1116,314,242,797.5,805,87,1492,578,27.5,514,388,63,357.5,282.5,971.5,1602.5,277,88.5
107177,893,713.5,166,135.5,816,427.5,35,583,343.5,23,150,121.5,57,154,174.5,525,588,105,63.5
107210,285,289,65,105,760,305,131,1081,173,77,79,6,181,152,402,202,357,99,38
107294,1427.5,925.5,270.5,282.5,1682,664.5,91,1387.5,471.5,27.5,471.5,99.5,109,299,664,627,1208,168.5,82
107339,1312,1003,264,226.5,840.5,348.5,110,1111,334,33.5,175.5,197,119.5,208,337.5,1457.5,864.5,297.5,71
107347,891,570,81,92.5,560,451,36.5,955.5,209.5,15.5,172.5,186.5,17.5,173,223,527.5,732.5,176.5,63
107384,303,283,87,113,900,373,53,1525,182,52,110,5,134,241,614,186,524,123,31
107487,540,608.5,266.5,315.5,505.5,329.5,42,771.5,369,106,411.5,26.5,144.5,261.5,275.5,285,600.5,118,231.5
107492,644,366.5,79,100,760.5,539,50,886,179.5,34,260.5,17,70.5,190,245.5,268,729.5,83.5,61.5
107529,798,609,247,326,859,434,0,882,301,9,183,17,126,172,311,414,740,84,39
107569,1316.5,833.5,162,208,946,670,0,1687.5,386,30,335,66,77,344.5,620.5,685.5,1280.5,234,70.5
107599,775,593.5,139,240.5,1061.5,365,18.5,983.5,299,7,142,81.5,99,173.5,532.5,417.5,615,107.5,43
107647,852,467.5,100.5,82,389,448,0,715.5,131,7.5,123,164,10.5,196.5,146.5,433.5,736.5,87,52.5
107703,687.5,462,75.5,75,844,688.5,81.5,2259,221,103.5,166.5,58.5,77.5,418.5,567,284,981.5,296.5,76
107793,661,703.5,357.5,481,1291,431.5,11.5,1377.5,507,28,185,203.5,271.5,225,819.5,320,631.5,125.5,43.5
107815,408,337,117,197,707,345,21,1251,203,64,312,11,120,159,429,355,511,159,61
107819,748.5,670.5,403.5,490,2233,818.5,28,3521.5,502,28.5,328,154,245,435,1980.5,367.5,1353,145.5,67.5
107895,854,567.5,180,177.5,788.5,321.5,0,938,261.5,7.5,193.5,197,77,175,348,679.5,648,85,13.5
107896,425,334,189.5,210,870.5,290,29,861.5,223,24.5,96,23.5,109,121,479.5,198,365.5,78,20.5
107917,680,430,33,121,821,424,38,1201,158,33,177,7,49,212,388,288,654,180,55
107932,1023,578,85,168,1230,519,43,1153,271,9,418,11,48,206,437,434,1007,123,79
107957,595,376,5,41.5,523.5,367.5,0,776.5,247,24.5,633,148.5,10,358,189,513.5,1031.5,62.5,28.5
108041,1865,952.5,63,50,1771.5,908,78,1716.5,307,11.5,456.5,79.5,65,359.5,466,919,1607,332.5,98
108043,950.5,531,61.5,104.5,1383,749,81,1853,238.5,21.5,119.5,126,31.5,355.5,903,736,1139.5,115,27.5
108134,594,256,22.5,0,485.5,671,69.5,2090,196,46,1128,57.5,11,552.5,222,491,1489,176.5,61
108176,757,391,53,83,568,491,3,849.5,157,14,107,44.5,22,193,335,276,762.5,95.5,37
108184,622.5,468.5,389,191,1610.5,756.5,313,3183.5,496,102,787.5,62,140.5,477.5,795.5,518,1051.5,217,44.5
108212,544.5,361.5,83.5,76,1829.5,552.5,1058,1909,185.5,26,948,35.5,120.5,301.5,664,606,1013,107.5,46.5
108318,474.5,495.5,238,391,1354.5,421.5,32.5,1272.5,359.5,20,203,82.5,225,230.5,689.5,250.5,571.5,72,30
108354,712.5,653.5,224.5,282,1166.5,407,34,1055,369,12.5,147,94.5,100,161,468.5,403,588.5,118,37.5
108375,503,476,98,114.5,740,485,63,1761,235,47,139.5,27,115.5,244,563.5,328,721,204,35.5
108387,217.5,291,48.5,80.5,906,276.5,197.5,1481,201,15,44,70.5,19,157.5,624,206.5,330,74,11.5
108414,666,625,192,239,819.5,316.5,7,936,263,41,124.5,34.5,129.5,217,511,428,633,97.5,50.5
108419,442.5,566,197.5,353.5,1502,205,10,811.5,314,0,100.5,18.5,189,79,906.5,205.5,232.5,44.5,37.5
108420,1131,1031,359,431.5,2240,928.5,186,3141.5,539,83,229,161,268.5,452.5,1170.5,530,1230.5,396,129
108423,1307,817.5,161.5,174.5,1233.5,554,14.5,2081.5,477.5,14.5,592.5,208,107.5,376,948.5,974,1476.5,148.5,30.5
108433,916,570.5,112.5,207.5,851.5,408.5,0,760.5,242.5,4.5,320,43,48.5,165.5,455.5,327,836.5,88,47
108455,919,471.5,66,54.5,405,582.5,3.5,1059,129,19.5,118.5,214.5,3,244,187.5,539,952,127.5,38.5
108493,1103,862,116,180,1317,490,25,1522,421,27,423,12,102,251,593,692,1034,206,116
108526,894.5,1113.5,534,760,1335.5,247.5,4.5,698.5,565,3.5,149,97,283.5,109,377.5,653.5,518,69.5,62
108582,1379,896.5,147.5,106,1068.5,751.5,19,1459,446.5,40,563,163.5,83.5,399.5,399.5,779,1200.5,270.5,107
108610,782.5,692,261,493,1637.5,874,89,2388.5,379.5,147.5,556,30,223,496.5,769,453,1442.5,198.5,34
108620,798.5,464.5,126,115,825,454,15,1364.5,246,3.5,257.5,256,3.5,175,288,424.5,789.5,100,31.5
108660,814,774,484.5,542,1341,332,20.5,1025.5,490.5,11,475.5,161,144,260,533,602,796,54,20
108677,150.5,155,8.5,65,743,392,95.5,1353.5,75.5,100,58.5,3,65.5,218,364.5,105.5,382.5,91.5,45
108688,1434,1089,379.5,494.5,2282,946.5,126,1810.5,589,31,293.5,219,99.5,526,852.5,699,1484,153.5,57
108699,528.5,432.5,68.5,113.5,1082.5,591,18.5,1976,315.5,104.5,195.5,71.5,118.5,375,801.5,378,828.5,123,26.5
108713,291,344,129,153,894,545,85,1951,178,138,109,5,113,259,583,185,573,161,55
108725,529,379,85,99,567,496.5,12.5,911,103,23.5,27,29,73,173,259.5,142,649,132,10.5
108816,645,480,234.5,93,795,480.5,108.5,1943,355,21.5,515.5,122.5,30,381,441,659.5,977,134,36
108879,510.5,322.5,22,24,858,868.5,77,2520.5,165,154.5,170.5,25,48.5,430.5,555,233,1071.5,275,82
108887,862,670.5,97.5,135,949.5,458,19,1307.5,355.5,19.5,236.5,197.5,70.5,238.5,423.5,574.5,792.5,143,42.5
108902,723.5,593,260,317,779,602,65.5,1665.5,436,11,420.5,200,101.5,365,464,388,1109.5,131,8
108927,948.5,624,169,192,724,330,20,758.5,336,21,251.5,245,97,128.5,339.5,644,710.5,82.5,25.5
108965,1393.5,703,127,125.5,1025.5,602.5,16.5,1452.5,301,11,353.5,62,30.5,262,536,529.5,1246.5,245,45
108966,581,373.5,82.5,70,568.5,468.5,21,1076,169,33.5,199.5,29.5,55,243,329.5,352.5,668,119,41.5
109009,383.5,433,182,282.5,728,272,12,710,220.5,13,77.5,33,162,115,314,205,318.5,88,42
109016,1137,757.5,231.5,177,893,600,92.5,1622.5,395.5,35.5,579.5,65,76.5,327,454.5,831,1159,116.5,91.5
109052,1287.5,763,173.5,204.5,984,660.5,64.5,1512,369.5,32,659.5,173,123.5,402.5,389.5,686,1406.5,166,59.5
109083,469,506,261,500,950,303,10,1e3,329.5,3,172.5,18,194,116.5,375.5,365,458.5,85,39
109095,427.5,572,270.5,442,1615.5,247.5,26.5,1086.5,536.5,0,166.5,63,306,135,749.5,304.5,358,49,53.5
109128,1881,1125,417,348.5,1770,1281.5,46.5,3651.5,546.5,68.5,257.5,355.5,90,546.5,882,684,1751.5,344,157.5
109148,668,436,139,222,968,258,5,549,249,9,174,8,81,93,297,366,472,65,39
109169,341,507.5,277,377,1373.5,274,15,1211.5,350,4,77.5,122.5,200.5,134.5,707,169.5,278.5,97,55.5
109197,493.5,807.5,271,1267.5,1350,46.5,4.5,1465,806,0,47,196.5,386.5,123.5,1491.5,265.5,129,47.5,40.5
109222,1106,640.5,211,211,752,844.5,233.5,1604.5,246,19,221.5,161.5,32.5,299.5,357.5,470.5,1163,176,78
109229,763.5,518,92,97,783.5,383.5,12,965.5,256,13.5,231.5,154,65.5,167,412,399,663.5,92.5,36.5
109234,300.5,317.5,153.5,200,1141.5,323,12.5,1106,210.5,9,176,30,99,166,641,180,456,66,9
109241,729.5,615,195.5,212.5,808,518.5,227,1521,315,29.5,116.5,207.5,110.5,235,389,359.5,632,216,61.5
109253,619,422.5,147,94.5,501,510.5,95,1487.5,184,41.5,86.5,149,11,297,355,324,712,173.5,63.5
109261,516.5,408.5,136.5,197.5,531.5,354.5,7,1120,186.5,8,100,82,106.5,188,533.5,190.5,568,135,27
109266,1454,917.5,149,207.5,1391.5,634.5,27,1244,390,17.5,250,59.5,118.5,240.5,565,722,1025,196.5,60
109280,698.5,586.5,169,281.5,1240,427,21.5,924,318.5,14,286.5,31.5,243.5,258,382.5,341,782.5,107,66
109314,755.5,725,185.5,261.5,2254.5,897.5,167.5,4862,452,143.5,264.5,27,416,476,2006.5,488.5,1101,562.5,183.5
109327,781,647,360,366,1515.5,498,125,1597,387,20,223.5,70,204.5,224.5,726.5,382,734,129,55.5
109370,1143,996,404,404.5,1687.5,403,119.5,1096,433,12.5,90,269,112.5,137.5,477.5,568.5,660.5,156,45
109444,582,358.5,36,18,305.5,568,41.5,1059.5,146.5,26,162.5,89.5,27.5,265,149.5,278.5,699.5,129.5,63
109491,626,574,375.5,510.5,1546.5,513,59.5,1657.5,397,26.5,354,102,196.5,254,803,328.5,747.5,159,10.5
109546,183.5,154,72,100,1026,170.5,4.5,842.5,116.5,2,7,28.5,102,45.5,830,60.5,155,26.5,18.5
109559,449,343,88,116,1075,485,53,1609,161,68,153,4,79,200,585,206,588,185,56
109560,620,393,122,138,913.5,392,25,819,192,13.5,180.5,21,65.5,210.5,332.5,330,686.5,91,24
109565,584,667,445.5,574,1192,310.5,99,1116,451,12.5,103.5,116,285,153.5,665,270.5,462,127.5,62.5
109610,622,367,70,115,553,243,15,484,234,29,312,9,69,178,230,506,565,48,29
109648,798.5,667,175,118,764.5,329.5,90,645.5,287,5,102,200.5,60.5,139,193.5,433,480,114,38
109664,585,445.5,138.5,190.5,962,386.5,4,883.5,212,4,111.5,56,82,163.5,457.5,279.5,517,85.5,54.5
109709,556,385,131,108.5,1059.5,473.5,27.5,988.5,272.5,68,86.5,27,75.5,317,359.5,704,631.5,76,24
109710,251.5,319,144.5,194.5,970.5,323.5,95,1620,222.5,54.5,62.5,23,141,188,678.5,153,362.5,108,4
109739,471,391,154.5,137.5,624.5,262,10.5,820,212.5,7,346.5,96.5,61.5,169,327.5,354,531,68,30.5
109745,1221.5,895.5,209.5,368,1244.5,720,20,1580,506.5,5,299.5,107,201,298.5,682.5,525.5,1139.5,202,157.5
109750,972.5,631,144.5,242.5,1231.5,552.5,16.5,1331,315,32,339,19,106,293.5,479,454,976,141.5,94.5
109775,258.5,262.5,83,37,412,309,90,1070,154.5,78.5,103.5,11,61.5,202.5,290.5,264,363.5,126.5,59
109776,1037.5,656,91.5,154,1103.5,659.5,38.5,1471.5,311.5,39,197,53,51,284,581.5,508.5,1081.5,185,89
109788,503,457,182,259.5,928.5,391.5,15,854,216.5,24,201,16.5,165,160,298,265,481,142,120.5
109911,536,388,39,122,715,293,9,562,110,63,102,0,79,192,296,225,609,141,79
109931,1311.5,1285.5,1030.5,909,952.5,247.5,12,658.5,782,8.5,285,314.5,219,166.5,294,804.5,531.5,79.5,67
110015,460,486,255,248.5,728,346,15,1114,332,52.5,138.5,109.5,90.5,189.5,375,249,447,109,50
110025,433.5,391,178.5,258,650,323,0,925,209,3.5,130,32.5,215.5,144.5,456.5,146.5,479,89,50
110035,506,378,201.5,189,573,304,44.5,1054.5,298.5,21,233,52,112,248.5,251,467,558,144.5,47.5
110049,688,333.5,67,42,593,689,112,1213,179.5,41.5,467.5,172.5,19,412,200,501.5,1106.5,88,28
110052,337,268.5,11.5,19.5,579.5,387.5,64,1536.5,128,123,200.5,3,94.5,278.5,453,129.5,589,249,45
110059,406,329,75,114,503,261,3,471,158,7,104,6,50,86,158,228,351,59,29
110102,603,529.5,116.5,132.5,1141.5,631.5,37,2135,302,100.5,192.5,83,98,389.5,675,378,893.5,267.5,112
110138,870,815,288,450,1448,448,28,1514,395,65,218,16,220,199,643,618,721,147,83
110210,683,877,194,471.5,1843.5,493,86,1950,303.5,116.5,53.5,41.5,364,249.5,911.5,233.5,580,363,195
110219,349,248,28,50.5,820,394.5,95.5,1251.5,134,67.5,100,13,57,173,372.5,145.5,375.5,160,54.5
110266,613.5,504.5,117,227,1141.5,381.5,36,1188,231.5,40,61,31,156.5,145.5,580,259,390.5,152.5,87
110368,352,307,54,81,1142,409,46,1221,158,70,60,7,93,162,455,238,440,126,51
110403,321,248,61,80,808,405,96,1412,103,120,100,2,54,190,463,196,466,169,79
110414,841.5,534.5,62.5,100,906,713.5,59,1177,210.5,72.5,162.5,29,84,260,306.5,328.5,826.5,144,46
110518,506,437,150,340,765,198,0,633,262,12,373,10,169,152,351,336,500,139,109
110536,452,461,44,86,696.5,351.5,5,1040,199.5,48,70.5,74.5,63.5,185.5,380,277,419.5,153.5,94
110540,518,486,186,358,1197,377,15,1232,236,107,554,13,172,314,554,600,707,149,43
110605,686.5,453.5,72,105.5,667,482.5,18.5,1228.5,162,13,96.5,26.5,42.5,171.5,432,245.5,646,155.5,63
110697,979.5,738.5,121,129,654.5,452,37,1204.5,246,14.5,163.5,276,27,235.5,249,666,791,180.5,34.5
110705,577,661.5,384,549,769.5,217,71,1159,234,0,6.5,98,137,58,374,217,328.5,230.5,74.5
110765,772.5,682,346.5,246,943,404,118.5,1016.5,410,35,253,158.5,95.5,212.5,366.5,492.5,647.5,56,39
110768,343,174,19.5,15,327,282.5,33.5,687.5,76,14,64.5,8.5,8,151,162.5,146,401,73,18.5
110817,1922.5,1011.5,205,247.5,1627,963.5,79.5,1972,519,33.5,551,124,94,436,678.5,946.5,1755.5,225,104.5
110823,639,446,88.5,124,898,459.5,32.5,935,211.5,34.5,146,60,59.5,231,346,394.5,668,94,26
110825,259.5,343.5,65,158.5,1306.5,436,33,1812.5,228,61,145,10.5,194.5,256,733,204,557,205.5,79.5
110832,445,341,141,194,708,339,19,802,172,32,90,8,73,180,310,219,499,107,53
110840,865,702.5,215,212,1068,325.5,5,701,391.5,14,396,69.5,109,161,349,671,689.5,59.5,21.5
110907,332,213,8,23,605,204,10,915,69,13,28,2,49,103,455,140,364,111,38
110933,892.5,701,281,279.5,1108.5,650,60.5,1481,440.5,22,174.5,195.5,56.5,358,477.5,496.5,957,105,37.5
110969,264,281.5,58,118,482,187.5,43.5,1033.5,104.5,31,66.5,3,181,138,375.5,108,327,163.5,107
110972,510.5,341.5,81,141,909.5,345,20,897,170,23,94,10,62,142,367,181.5,516.5,106,34
110987,182,228.5,135,157,710,327,72,1412.5,146.5,50,67,10.5,120,161,462.5,107.5,352,178,85
110992,656,538.5,142.5,451,1351,479.5,25.5,1104,314,17,270,13.5,206,259.5,692,241.5,834.5,103,51.5
111025,487,410,182,144.5,768.5,416.5,86.5,1109,229.5,27,118,72,78.5,211,382,331.5,578,84,26.5
111034,667.5,608,263.5,253,671.5,507.5,78,1941.5,300.5,27.5,104.5,160,126,299.5,558.5,426,760.5,211,40.5
111050,848.5,726,227,447,1780.5,584,110,1811.5,477,23.5,298,44,226,282.5,706,431,800,162,81
111051,405.5,514,286,403,670.5,281,8.5,904,330.5,41,181,107.5,117,170.5,272,259.5,431.5,50.5,35.5
111100,728,461.5,94,135,1231,472,54.5,923,228.5,28.5,192.5,31,99.5,183.5,316.5,371.5,583.5,112,66
111112,1114.5,664,75.5,143.5,1361,935,147,3364.5,233.5,31,149,118,106.5,353,1104,427.5,1388.5,281.5,72
111116,1052.5,802.5,334.5,224.5,843.5,599.5,4,1331.5,348,75.5,143,269,72,264.5,387.5,493.5,782,202,81.5
111124,630.5,493,77,118.5,1009.5,314.5,12,811,230,18,103.5,25,77,126.5,490.5,318,549.5,86.5,56
111152,397,505,193,270,921,184,56,690,375,10,238,34,191,116,226,506,303,84,55
111243,888,667.5,143,202.5,801,444,11,1122.5,219,40,162,0,92,209,450,594,745,200,93
111274,1811.5,1051,217,201,1886.5,995.5,99.5,2600.5,576.5,26.5,415,208,130,468.5,833,846.5,1652,301.5,160
111362,824.5,597.5,200,216,855,390,21.5,624,336,16,147,100,91,155.5,252.5,389.5,607.5,78,24.5
111363,1697.5,1117.5,212.5,200.5,1977,1006,216.5,2609.5,583.5,111.5,538,123,191,500,1033.5,911.5,1697,322,104
111505,339.5,240,171.5,177.5,947.5,284.5,205.5,564,144.5,11,52.5,20,108,74.5,246.5,101.5,262.5,34,28.5
111525,737,521,161,157,850.5,573,59,1274.5,188,20.5,48.5,219,37.5,210.5,327.5,292.5,714.5,164,27
111546,924,723.5,247.5,346.5,1011.5,467.5,13,1366.5,337.5,9,156.5,40.5,135.5,208.5,773.5,419,891.5,168.5,61.5
111627,786,922,213,619.5,1715,272,9,1090.5,435.5,19.5,83,71,253.5,194.5,894.5,391.5,524.5,79.5,48.5
111649,867.5,480,51,55,1089.5,769,59,2122.5,266,116,620,44.5,110.5,367,572,387,1111.5,168.5,160
111659,556,420,26,88,497,257,6,803,99,32,38,4,35,99,320,233,356,239,166
111662,700,599,218.5,202,544.5,298.5,9.5,767,331,10.5,108,249.5,61,143.5,222.5,434.5,490.5,82.5,18
